x,Ch1_1
22007.0,6644.0
22076.0,11052.0
22085.0,4576.0
22105.0,5388.0
22111.0,5149.0
22115.0,8315.0
22116.0,7590.0
22117.0,7041.0
22118.0,6726.0
22119.0,6498.0
22120.0,7592.0
22121.0,11028.0
22140.0,1429.0
22158.0,1497.0
22160.0,1444.0
22171.0,1476.0
22180.0,1447.0
22181.0,6003.0
22250.0,11288.0
22289.0,8312.0
22315.0,1448.0
22355.0,5849.0
22424.0,11581.0
22432.0,4753.0
22455.0,5547.0
22459.0,5175.0
22463.0,8440.0
22464.0,7773.0
22465.0,7252.0
22466.0,6997.0
22467.0,6799.0
22468.0,7816.0
22469.0,10672.0
22489.0,1474.0
22507.0,1436.0
22510.0,1478.0
22515.0,1436.0
22526.0,1484.0
22528.0,1446.0
22529.0,5910.0
22596.0,9092.0
22598.0,11696.0
22637.0,8412.0
22663.0,1448.0
22704.0,6078.0
22772.0,11880.0
22811.0,8753.0
22837.0,1473.0
22878.0,5988.0
22946.0,12028.0
22985.0,8810.0
23011.0,1472.0
23051.0,6162.0
23120.0,12280.0
23159.0,8819.0
23185.0,1448.0
23225.0,6414.0
23294.0,12541.0
23303.0,4858.0
23329.0,5710.0
23333.0,9051.0
23334.0,8305.0
23335.0,7675.0
23336.0,7247.0
23337.0,6893.0
23338.0,8144.0
23339.0,11545.0
23359.0,1461.0
23364.0,1432.0
23373.0,1473.0
23375.0,1436.0
23379.0,1471.0
23386.0,1430.0
23399.0,1462.0
23400.0,6186.0
23468.0,12390.0
23507.0,9126.0
23534.0,1434.0
23573.0,6886.0
23642.0,12731.0
23650.0,5050.0
23677.0,5734.0
23681.0,9113.0
23682.0,8261.0
23683.0,7753.0
23684.0,7392.0
23685.0,7089.0
23686.0,8259.0
23687.0,11147.0
23706.0,1480.0
23712.0,1426.0
23723.0,1483.0
23748.0,1421.0
23749.0,6516.0
23816.0,12798.0
23855.0,9202.0
23880.0,1436.0
23923.0,6558.0
23990.0,12805.0
24029.0,9292.0
24030.0,8396.0
24031.0,7807.0
24032.0,7560.0
24033.0,7148.0
24034.0,8524.0
24053.0,1456.0
24065.0,1485.0
24076.0,1446.0
24077.0,1482.0
24079.0,1418.0
24094.0,1461.0
24095.0,7536.0
24164.0,13303.0
24203.0,9373.0
